Titel,Beschreibung,Breitengrad,Längengrad,Exakte Koordinaten,Adresse,Datei,Region,Periode,Beschreibung.1,Quelle,Urheber:in,Referenz,Title,Description,Periode,Urheber,Technik,Country,Region,City,Lat,Lon,Coord-Quality-Score,Fallback,Ext-Calls,Deviation_km,Map
"Italia, Gardone Riviera, Fasano, Ortsteilansicht","Blick vom Gardasee nach Fasano, einem Ortsteil von Gardone Riviera, im Vordergrund ist ein Segelschiff auf dem See zu sehen",45.6187853,10.5591005,Nein,Gardone Riviera,lcmt-nabi-pctmp_ead_wehr_16139-B_pctmp.jpg,,1908,,Schweizerische Nationalbibliothek,Link,https://commons.wikimedia.org/entity/M144792164,"Italia, Gardone Riviera, Fasano, Ortsteilansicht","Blick vom Gardasee nach Fasano, einem Ortsteil von Gardone Riviera, im Vordergrund ist ein Segelschiff auf dem See zu sehen",1908,,,Italy,Lombardia,Gardone Riviera,45.6252719,10.5845872,4,False,1,2.11,https://www.openstreetmap.org/?mlat=45.6252719&mlon=10.5845872&zoom=14
"Luzern, Ortsgesamtansicht","Blick auf Luzern gegen die Alpen, zentral im Bild ist die Hofkirche zu sehen",47.0505452,8.3054682,Nein,Luzern,lcmt-nabi-pctmp_ead_wehr_1614-B_pctmp.jpg,Luzern,1906,,Schweizerische Nationalbibliothek,Bruno Wehrli,https://commons.wikimedia.org/entity/M144067486,"Luzern, Ortsgesamtansicht","Blick auf Luzern gegen die Alpen, zentral im Bild ist die Hofkirche zu sehen",1906,Bruno Wehrli,,Switzerland,Kanton Luzern,Luzern,47.05048,8.30635,3,True,0,0.07,https://www.openstreetmap.org/?mlat=47.05048&mlon=8.30635&zoom=14
"Italia, Lago di Loppio, Landschaft","Blick auf den Lago di Loppio, der früher auch als als Lago di S. Andrea bezeichnet wurde",45.8648773,10.9202011,Nein,Lago di Loppio,lcmt-nabi-pctmp_ead_wehr_16143-B_pctmp.jpg,,1906,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144792016,"Italia, Lago di Loppio, Landschaft","Blick auf den Lago di Loppio, der früher auch als als Lago di S. Andrea bezeichnet wurde",1906,unknown photographer,,Italy,Trentino-Alto Adige,Lago di Loppio,45.8648773,10.9202011,4,False,1,0.0,https://www.openstreetmap.org/?mlat=45.8648773&mlon=10.9202011&zoom=14
"Italia, Lago di Loppio, Landschaft","Landschaft in der Nähe des Lago di Loppio, der früher auch als als Lago di S. Andrea bezeichnet wurde",45.8648773,10.9202011,Nein,Lago di Loppio,lcmt-nabi-pctmp_ead_wehr_16144-B_pctmp.jpg,,1906,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144791938,"Italia, Lago di Loppio, Landschaft","Landschaft in der Nähe des Lago di Loppio, der früher auch als als Lago di S. Andrea bezeichnet wurde",1906,unknown photographer,,Italy,Trentino-Alto Adige,Lago di Loppio,45.8648773,10.9202011,4,False,1,0.0,https://www.openstreetmap.org/?mlat=45.8648773&mlon=10.9202011&zoom=14
"Italia, Garda, Punta San Vigilio, Park, Teilansicht",Blick vom Park auf eine Steinmauer mit Bögen,45.5727085,10.6719114,Nein,Punta San Vigilio,lcmt-nabi-pctmp_ead_wehr_16145-B_pctmp.jpg,,1906,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144791886,"Italia, Garda, Punta San Vigilio, Park",Blick vom Park auf eine Steinmauer mit Bögen,1906,unknown photographer,,Italy,Veneto,Punta San Vigilio,45.5727085,10.6719114,4,False,1,0.0,https://www.openstreetmap.org/?mlat=45.5727085&mlon=10.6719114&zoom=14
"Italia, Salò, Duomo di Salò, Teilaussenansicht",Portal des Duomo di Salò,45.6056775,10.520069,Nein,Salò,lcmt-nabi-pctmp_ead_wehr_16146-B_pctmp.jpg,,1906,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144791853,"Italia, Salò, Duomo di Salò, Teilaussenansicht",Portal des Duomo di Salò,1906,unknown photographer,,Italy,Lombardia,Salò,45.6067395,10.5303927,4,False,1,0.81,https://www.openstreetmap.org/?mlat=45.6067395&mlon=10.5303927&zoom=14
"Italia, Salò, Ortsteilansicht","Ansicht eines Teils von Salò, im Vordergrund ein Garten",45.6056775,10.520069,Nein,Salò,lcmt-nabi-pctmp_ead_wehr_16149-B_pctmp.jpg,,circa 1906,,Schweizerische Nationalbibliothek,Link,https://commons.wikimedia.org/entity/M144791817,"Italia, Salò, Ortsteilansicht","Ansicht eines Teils von Salò, im Vordergrund ein Garten",1906,,,Italy,Lombardia,Salò,45.60685,10.5205,3,True,0,0.13,https://www.openstreetmap.org/?mlat=45.60685&mlon=10.5205&zoom=14
"Muotathal, Suwarow-Brücke, Gesamtansicht",Suwarow-Brücke,46.974668,8.7658029,Nein,Muotathal,lcmt-nabi-pctmp_ead_wehr_1615-B_pctmp.jpg,Schwyz,circa 1906,,Schweizerische Nationalbibliothek,Bruno Wehrli,https://commons.wikimedia.org/entity/M144067552,"Muotathal, Suwarow-Brücke, Gesamtansicht",Suwarow-Brücke,1906,Bruno Wehrli,,Switzerland,Kanton Schwyz,Muotathal,46.97676,8.76499,3,True,0,0.24,https://www.openstreetmap.org/?mlat=46.97676&mlon=8.76499&zoom=14
"Morschach, Ortsteilansicht","Blick auf Morschach, im Hintergrund der Uri Rotstock",46.9821204,8.6191516,Nein,Morschach,lcmt-nabi-pctmp_ead_wehr_1616-B_pctmp.jpg,Schwyz,circa 1906,,Schweizerische Nationalbibliothek,Bruno Wehrli,https://commons.wikimedia.org/entity/M144067645,"Morschach, Ortsteilansicht","Blick auf Morschach, im Hintergrund der Uri Rotstock",1906,Bruno Wehrli,,Switzerland,Kanton Schwyz,Morschach,46.98271,8.61826,3,True,0,0.09,https://www.openstreetmap.org/?mlat=46.98271&mlon=8.61826&zoom=14
"Lugano, Ortsgesamtansicht",Lugano vom Monte San Salvatore aus gesehen,46.0050102,8.9520281,Nein,Lugano,lcmt-nabi-pctmp_ead_wehr_16168-B_pctmp.jpg,Tessin,1906,,Schweizerische Nationalbibliothek,Artur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144791679,"Lugano, Ortsgesamtansicht",Lugano vom Monte San Salvatore aus gesehen,1906,Artur Wehrli (1876-1915),,Switzerland,Cantone Ticino,Lugano,46.01008,8.96004,3,True,0,0.84,https://www.openstreetmap.org/?mlat=46.01008&mlon=8.96004&zoom=14
"Locarno, Wagen der Standseilbahn Locarno-Madonna del Sasso, Gesamtansicht","Blick auf den Wagen der Standseilbahn Locarno-Madonna del Sasso, kurz FLMS, italienisch Funicolare Locarno-Madonna del Sasso, der über eine Brücke fährt",46.1695739,8.7954859,Nein,Locarno,lcmt-nabi-pctmp_ead_wehr_16182-B_pctmp.jpg,Tessin,1906,,Schweizerische Nationalbibliothek,Artur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144791567,"Locarno, Wagen der Standseilbahn Locarno-Madonna del Sasso","Blick auf den Wagen der Standseilbahn Locarno-Madonna del Sasso, kurz FLMS, italienisch Funicolare Locarno-Madonna del Sasso, der über eine Brücke fährt",1906,Artur Wehrli (1876-1915),,Switzerland,Cantone Ticino,Locarno,46.17086,8.79953,3,True,0,0.34,https://www.openstreetmap.org/?mlat=46.17086&mlon=8.79953&zoom=14
"Italia, Como, Castel Baradello, Teilaussenansicht","Turm des Castel Baradello in Como, im Vordergrund ist ein Waldstück zu sehen",45.9394759,9.1494101,Nein,Como,lcmt-nabi-pctmp_ead_wehr_16195-B_pctmp.jpg,,1906,,Schweizerische Nationalbibliothek,Link,https://commons.wikimedia.org/entity/M144791411,"Como, Castel Baradello, Teilaussenansicht","Turm des Castel Baradello in Como, im Vordergrund ist ein Waldstück zu sehen",1906,,,Italy,Lombardia,Como,45.80819,9.0832,3,True,0,15.47,https://www.openstreetmap.org/?mlat=45.80819&mlon=9.0832&zoom=14
"Stans, Winkelrieddenkmal, Gesamtansicht",Ansicht des Winkelrieddenkmals in Stans,46.9570611,8.3661026,Nein,Stans,lcmt-nabi-pctmp_ead_wehr_1620-B_pctmp.jpg,Nidwalden,1906,,Schweizerische Nationalbibliothek,Bruno Wehrli,https://commons.wikimedia.org/entity/M144068007,"Stans, Winkelrieddenkmal, Gesamtansicht",Ansicht des Winkelrieddenkmals in Stans,1906,Bruno Wehrli,,Switzerland,Kanton Nidwalden,Stans,46.9564757,8.3657664,4,False,1,0.07,https://www.openstreetmap.org/?mlat=46.9564757&mlon=8.3657664&zoom=14
"Zug, Reformierte Kirche, Gesamtaussenansicht","Aussenansicht der Kirche von vorne, im Hintergrund Strasse mit Wohnhäusern",47.1486137,8.5539378,Nein,Zug,lcmt-nabi-pctmp_ead_wehr_1630-B_pctmp.jpg,Zug,1906,,Schweizerische Nationalbibliothek,Bruno Wehrli,https://commons.wikimedia.org/entity/M144068533,"Zug, Reformierte Kirche, Gesamtaussenansicht","Aussenansicht der Kirche von vorne, im Hintergrund Strasse mit Wohnhäusern",1906,Bruno Wehrli,,Switzerland,Kanton Zug,Zug,47.171808,8.5137964,4,False,1,3.98,https://www.openstreetmap.org/?mlat=47.171808&mlon=8.5137964&zoom=14
"Zug, Ortsteilansicht",Zug. Blick entlang des Quais auf die Rigi. Im Vordergrund ein Mädchen,47.1486137,8.5539378,Nein,Zug,lcmt-nabi-pctmp_ead_wehr_1631-B_pctmp.jpg,Zug,1906,,Schweizerische Nationalbibliothek,Bruno Wehrli,https://commons.wikimedia.org/entity/M144068706,"Zug, Ortsteilansicht",Zug. Blick entlang des Quais auf die Rigi. Im Vordergrund ein Mädchen,1906,Bruno Wehrli,,Switzerland,Kanton Zug,Zug,47.17242,8.51745,3,True,0,3.82,https://www.openstreetmap.org/?mlat=47.17242&mlon=8.51745&zoom=14
"Italia, Santa Margherita, Ortsteilansicht",Blick auf das Ufer des Luganersee und die umliegende Landschaft in der Nähe von Santa Margherita,45.4917847,11.3113331,Nein,Santa Margherita,lcmt-nabi-pctmp_ead_wehr_16660-B_pctmp.jpg,,circa 1907,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144790171,"Santa Margherita, Ortsteilansicht",Blick auf das Ufer des Luganersee und die umliegende Landschaft in der Nähe von Santa Margherita,1907,,,Italy,Lombardia,Santa Margherita,45.63391,9.23013,3,True,0,162.79,https://www.openstreetmap.org/?mlat=45.63391&mlon=9.23013&zoom=14
"Italia, Santa Margherita, Ortsteilansicht",Blick auf Santa Margherita vom Luganersee aus gesehen,45.4917847,11.3113331,Nein,Santa Margherita,lcmt-nabi-pctmp_ead_wehr_16661-B_pctmp.jpg,,circa 1907,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144790085,"Santa Margherita, Ortsteilansicht",Blick auf Santa Margherita vom Luganersee aus gesehen,1907,,,Italy,Lombardia,Santa Margherita,45.63391,9.23013,3,True,0,162.79,https://www.openstreetmap.org/?mlat=45.63391&mlon=9.23013&zoom=14
"Italia, Valsolda, Ortsteilansicht","Blick über den Luganersee hinweg auf die Ortsteile Oria und Albogasio der Gemeinde Valsolda, im Vordergrund rudert ein Mann stehend in einem Segelboot",46.0290953,9.0439123,Nein,Valsolda,lcmt-nabi-pctmp_ead_wehr_16662-B_pctmp.jpg,,circa 1907,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144790022,"Valsolda, Ortsteilansicht","Blick über den Luganersee hinweg auf die Ortsteile Oria und Albogasio der Gemeinde Valsolda, im Vordergrund rudert ein Mann stehend in einem Segelboot",1907,,,Italy,Lombardia,Valsolda,46.02486,9.05462,3,True,0,0.95,https://www.openstreetmap.org/?mlat=46.02486&mlon=9.05462&zoom=14
"Italia, Tenno, Ortsteilansicht","Blick über einige Dächer von Tenno, im Hintergrund der Lago di Garda",45.918797,10.832775,Nein,Tenno,lcmt-nabi-pctmp_ead_wehr_16663-B_pctmp.jpg,,1906,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144789942,"Tenno, Ortsteilansicht","Blick über einige Dächer von Tenno, im Hintergrund der Lago di Garda",1906,,,Italy,Trentino-Alto Adige,Tenno,45.91937,10.8316,3,True,0,0.11,https://www.openstreetmap.org/?mlat=45.91937&mlon=10.8316&zoom=14
"Italia, Tenno, Ortsteilansicht",Frau mit einem Kind auf einem Weg bei Tenno,45.918797,10.832775,Nein,Tenno,lcmt-nabi-pctmp_ead_wehr_16664-B_pctmp.jpg,,circa 1907,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144789879,"Tenno, Ortsteilansicht",Frau mit einem Kind auf einem Weg bei Tenno,1907,,,Italy,Trentino-Alto Adige,Tenno,45.91937,10.8316,3,True,0,0.11,https://www.openstreetmap.org/?mlat=45.91937&mlon=10.8316&zoom=14
"Italia, Tenno, Grotte Cascata del Varone, Teilansicht",Blick entlang einer Stege in der Grotte Cascata del Varone,45.918797,10.832775,Nein,Tenno,lcmt-nabi-pctmp_ead_wehr_16665-B_pctmp.jpg,,circa 1907,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144789808,"Tenno, Grotte Cascata del Varone, Teilansicht",Blick entlang einer Stege in der Grotte Cascata del Varone,1907,,,Italy,Trentino-Alto Adige,Tenno,45.91937,10.8316,3,True,0,0.11,https://www.openstreetmap.org/?mlat=45.91937&mlon=10.8316&zoom=14
"Italia, Arco, Ortsgesamtansicht","Blick auf Arco, im Vordergrund das Castello di Arco, im Hintergrund der Lago di Garda",45.9181327,10.8860953,Nein,Arco,lcmt-nabi-pctmp_ead_wehr_16667-B_pctmp.jpg,,1907,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144789772,"Arco, Ortsgesamtansicht","Blick auf Arco, im Vordergrund das Castello di Arco, im Hintergrund der Lago di Garda",1907,,,Italy,Trentino-Alto Adige,Arco,45.9223221,10.8883004,4,False,1,0.5,https://www.openstreetmap.org/?mlat=45.9223221&mlon=10.8883004&zoom=14
"Italia, Arco, Ortsgesamtansicht","Blick auf Arco, im Hintergrund der Lago di Garda",45.9181327,10.8860953,Nein,Arco,lcmt-nabi-pctmp_ead_wehr_16668-B_pctmp.jpg,,1907,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144789730,"Arco, Ortsgesamtansicht","Blick auf Arco, im Hintergrund der Lago di Garda",1907,,,Italy,Trentino-Alto Adige,Arco,45.91772,10.88672,3,True,0,0.07,https://www.openstreetmap.org/?mlat=45.91772&mlon=10.88672&zoom=14
"Italia, Arco, Ortsteilansicht","Blick auf Arco, im Hintergrund der Monte Brione",45.9181327,10.8860953,Nein,Arco,lcmt-nabi-pctmp_ead_wehr_16669-B_pctmp.jpg,,1907,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144789679,"Arco, Ortsteilansicht","Blick auf Arco, im Hintergrund der Monte Brione",1907,,,Italy,Trentino-Alto Adige,Arco,45.91772,10.88672,3,True,0,0.07,https://www.openstreetmap.org/?mlat=45.91772&mlon=10.88672&zoom=14
"Italia, Arco, Valle del Sarca, Landschaft","Blick auf das Valle del Sarca in der Nähe von Arco gegen den Gardasee, am linken Bildrand fährt eine Eisenbahn",45.9181327,10.8860953,Nein,Arco,lcmt-nabi-pctmp_ead_wehr_16670-B_pctmp.jpg,,circa 1907,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144789642,"Arco, Valle del Sarca, Landschaft","Blick auf das Valle del Sarca in der Nähe von Arco gegen den Gardasee, am linken Bildrand fährt eine Eisenbahn",1907,,,Italy,Trentino-Alto Adige,Arco,45.968673,10.9223318,4,False,1,6.28,https://www.openstreetmap.org/?mlat=45.968673&mlon=10.9223318&zoom=14
"Italia, Valle del Sarca, Landschaft",Blick auf das Valle del Sarca gegen den Gardasee,45.9687551,10.9220188,Nein,Valle del Sarca,lcmt-nabi-pctmp_ead_wehr_16671-B_pctmp.jpg,,circa 1907,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144789600,"Valle del Sarca, Landschaft",Blick auf das Valle del Sarca gegen den Gardasee,1907,,,Italy,Trentino-Alto Adige,Valle del Sarca,45.968673,10.9223318,4,False,1,0.03,https://www.openstreetmap.org/?mlat=45.968673&mlon=10.9223318&zoom=14
"Italia, Lago di Garda, Landschaft",Flussmündung des Sarca in den Lago di Garda,45.6624314,10.6861569,Nein,Lago di Garda,lcmt-nabi-pctmp_ead_wehr_16672-B_pctmp.jpg,,1907,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144789549,"Lago di Garda, Landschaft",Flussmündung des Sarca in den Lago di Garda,1907,,,Italy,,Lago di Garda,45.6667,10.6833,5,False,0,0.52,https://www.openstreetmap.org/?mlat=45.6667&mlon=10.6833&zoom=14
"Italia, Valle del Sarca, Landschaft",Blick auf die Flussmündung des Sarca,45.9687551,10.9220188,Nein,Valle del Sarca,lcmt-nabi-pctmp_ead_wehr_16673-B_pctmp.jpg,,circa 1907,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144789485,"Italia, Valle del Sarca, Landschaft",Blick auf die Flussmündung des Sarca,1907,,,Italy,Trentino-Alto Adige,Valle del Sarca,45.968673,10.9223318,4,False,1,0.03,https://www.openstreetmap.org/?mlat=45.968673&mlon=10.9223318&zoom=14
"Italia, Riva del Garda, Ortsteilansicht","Ansicht von Riva del Garda von einer Anhöhe aus, im Hintergrund der Lago di Garda und der Monte Baldo",45.8847708,10.8396942,Nein,Riva del Garda,lcmt-nabi-pctmp_ead_wehr_16674-B_pctmp.jpg,,1907,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144789425,"Italia, Riva del Garda, Ortsteilansicht","Ansicht von Riva del Garda von einer Anhöhe aus, im Hintergrund der Lago di Garda und der Monte Baldo",1907,,,Italy,Trentino-Alto Adige,Riva del Garda,45.88577,10.84117,3,True,0,0.16,https://www.openstreetmap.org/?mlat=45.88577&mlon=10.84117&zoom=14
"Italia, Riva del Garda, Ortsteilansicht","Ansicht von Riva del Garda von einer Anhöhe aus, im Vordergrund der Lago di Garda",45.8847708,10.8396942,Nein,Riva del Garda,lcmt-nabi-pctmp_ead_wehr_16675-B_pctmp.jpg,,1907,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144789379,"Italia, Riva del Garda, Ortsteilansicht","Ansicht von Riva del Garda von einer Anhöhe aus, im Vordergrund der Lago di Garda",1907,,,Italy,Trentino-Alto Adige,Riva del Garda,45.88577,10.84117,3,True,0,0.16,https://www.openstreetmap.org/?mlat=45.88577&mlon=10.84117&zoom=14
"Italia, Riva del Garda, Ortsteilansicht",Hafen von Riva del Garda,45.8847708,10.8396942,Nein,Riva del Garda,lcmt-nabi-pctmp_ead_wehr_16676-B_pctmp.jpg,,1906,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144789322,"Italia, Riva del Garda, Ortsteilansicht",Hafen von Riva del Garda,1906,,,Italy,Trentino-Alto Adige,Riva del Garda,45.88577,10.84117,3,True,0,0.16,https://www.openstreetmap.org/?mlat=45.88577&mlon=10.84117&zoom=14
"Italia, Riva del Garda, Hotel Lido Palace, Gesamtaussenansicht","Blick auf das Hotel Lido Palace von einer Anhöhe aus, im Vordergrund der Lago di Garda",45.8847708,10.8396942,Nein,Riva del Garda,lcmt-nabi-pctmp_ead_wehr_16677-B_pctmp.jpg,,1906,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144789268,"Italia, Riva del Garda, Hotel Lido Palace","Blick auf das Hotel Lido Palace von einer Anhöhe aus, im Vordergrund der Lago di Garda",1906,,,Italy,Trentino-Alto Adige,Riva del Garda,45.883222,10.8465322,4,False,1,0.56,https://www.openstreetmap.org/?mlat=45.883222&mlon=10.8465322&zoom=14
"Italia, Riva del Garda, Ortsteilansicht","Blick auf den Gardasee, im Vordergrund befindet sich eine kleine Parkanlage mit Sitzbänken, am Ufer ist ein Steg zu sehen",45.8847708,10.8396942,Nein,Riva del Garda,lcmt-nabi-pctmp_ead_wehr_16678-B_pctmp.jpg,,circa 1906,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144789203,"Italia, Riva del Garda, Ortsteilansicht","Blick auf den Gardasee, im Vordergrund befindet sich eine kleine Parkanlage mit Sitzbänken, am Ufer ist ein Steg zu sehen",1906,,,Italy,Trentino-Alto Adige,Riva del Garda,45.88577,10.84117,3,True,0,0.16,https://www.openstreetmap.org/?mlat=45.88577&mlon=10.84117&zoom=14
"Italia, Riva del Garda, Landschaft",Strada Ponale bei Riva del Garda,45.8847708,10.8396942,Nein,Riva del Garda,lcmt-nabi-pctmp_ead_wehr_16679-B_pctmp.jpg,,1907,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144789140,"Italia, Riva del Garda, Landschaft",Strada Ponale bei Riva del Garda,1907,,,Italy,Trentino-Alto Adige,Riva del Garda,45.8778167,10.8383646,4,False,1,0.78,https://www.openstreetmap.org/?mlat=45.8778167&mlon=10.8383646&zoom=14
"Vierwaldstättersee, Panorama",Blick von der Axensteinstrasse über den Vierwaldstättersee auf den Urirotstock (Urirothstock),46.9854161,8.4988048,Nein,Vierwaldstättersee,lcmt-nabi-pctmp_ead_wehr_1668-B_pctmp.jpg,Schwyz,1906,,Schweizerische Nationalbibliothek,Bruno Wehrli,https://commons.wikimedia.org/entity/M144071133,"Vierwaldstättersee, Panorama",Blick von der Axensteinstrasse über den Vierwaldstättersee auf den Urirotstock (Urirothstock),1906,Bruno Wehrli,,Switzerland,Kanton Schwyz,Vierwaldstättersee,46.9819,8.48,5,False,0,1.48,https://www.openstreetmap.org/?mlat=46.9819&mlon=8.48&zoom=14
"Italia, Riva del Garda, Landschaft","Blick einen Teilabschnitt der Ponalestrasse, im Hintergrund der Gardasee",45.8847708,10.8396942,Nein,Riva del Garda,lcmt-nabi-pctmp_ead_wehr_16681-B_pctmp.jpg,,circa 1906,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144788992,"Italia, Riva del Garda, Landschaft","Blick einen Teilabschnitt der Ponalestrasse, im Hintergrund der Gardasee",1906,,,Italy,Trentino-Alto Adige,Riva del Garda,45.8743635,10.8375104,4,False,1,1.17,https://www.openstreetmap.org/?mlat=45.8743635&mlon=10.8375104&zoom=14
"Italia, Pieve di Ledro, Ortsgesamtansicht",Blick auf Pieve di Ledro gegen den Ledrosee,45.8901489,10.7319906,Nein,Pieve di Ledro,lcmt-nabi-pctmp_ead_wehr_16682-B_pctmp.jpg,,circa 1907,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144788925,"Italia, Pieve di Ledro, Ortsgesamtansicht",Blick auf Pieve di Ledro gegen den Ledrosee,1907,,,Italy,Trentino-Alto Adige,Pieve di Ledro,45.88848,10.73124,3,True,0,0.19,https://www.openstreetmap.org/?mlat=45.88848&mlon=10.73124&zoom=14
