Titel,Beschreibung,Breitengrad,Längengrad,Exakte Koordinaten,Adresse,Datei,Periode,Beschreibung.1,Quelle,Urheber:in,Referenz,Title,Description,Periode,Urheber,Technik,Country,Region,City,Lat,Lon,Coord-Quality-Score,Fallback,Ext-Calls,Deviation_km,Map
"Italia, Bolzano, Castel Firmiano, Gesamtaussenansicht",Ansicht des Schloss Sigmundskron,46.6559455,11.2302129,Nein,Bozen,lcmt-nabi-pctmp_ead_wehr_11091-B_pctmp.jpg,1909-08,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144597997,"Italia, Bolzano, Castel Firmiano",Ansicht des Schloss Sigmundskron,1909,Arthur Wehrli,,Italy,Trentino-Alto Adige,Bozen,46.48055,11.30519,5,False,0,20.33,https://www.openstreetmap.org/?mlat=46.48055&mlon=11.30519&zoom=14
"Italia, Bolzano, Castel Firmiano, Gesamtaussenansicht",Ansicht des Schloss Sigmundskron,46.6559455,11.2302129,Nein,Bozen,lcmt-nabi-pctmp_ead_wehr_11092-B_pctmp.jpg,1909-08,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144598137,"Italia, Bolzano, Castel Firmiano",Ansicht des Schloss Sigmundskron,1909,Arthur Wehrli,,Italy,Trentino-Alto Adige,Bozen,46.48055,11.30519,5,False,0,20.33,https://www.openstreetmap.org/?mlat=46.48055&mlon=11.30519&zoom=14
"Italia, Bolzano, Castel Flavon, Gesamtaussenansicht","Ansicht des Schloss Haselburg, im Hintergrund Bozen",46.6559455,11.2302129,Nein,Bozen,lcmt-nabi-pctmp_ead_wehr_11093-B_pctmp.jpg,1909-08,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144598227,"Italia, Bolzano, Castel Flavon","Ansicht des Schloss Haselburg, im Hintergrund Bozen",1909,Arthur Wehrli,,Italy,Trentino-Alto Adige,Bozen,46.4768914,11.3434761,4,False,1,21.71,https://www.openstreetmap.org/?mlat=46.4768914&mlon=11.3434761&zoom=14
"Italia, Sarntal, Landschaft",Ansicht eines Flusses im Sarntal bei Bozen,46.6559455,11.2302129,Nein,Bozen,lcmt-nabi-pctmp_ead_wehr_11094-B_pctmp.jpg,1909-08,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144598315,"Italia, Sarntal, Landschaft",Ansicht eines Flusses im Sarntal bei Bozen,1909,Arthur Wehrli,,Italy,Trentino-Alto Adige,Bozen,46.49067,11.33982,3,True,0,20.2,https://www.openstreetmap.org/?mlat=46.49067&mlon=11.33982&zoom=14
"Italia, Sarntal, Landschaft",Ansicht eines Flusses im Sarntal gegen den Johanneskofel,46.6559455,11.2302129,Nein,Bozen,lcmt-nabi-pctmp_ead_wehr_11095-B_pctmp.jpg,1909-08,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144598425,"Italia, Sarntal, Landschaft",Ansicht eines Flusses im Sarntal gegen den Johanneskofel,1909,Arthur Wehrli,,Italy,Trentino-Alto Adige,Bozen,46.49067,11.33982,3,True,0,20.2,https://www.openstreetmap.org/?mlat=46.49067&mlon=11.33982&zoom=14
"Italia, Bolzano, Johanneskofel, Teilansicht",Ansicht des Johanneskofel über der Sarntalerstrasse,46.6559455,11.2302129,Nein,Bozen,lcmt-nabi-pctmp_ead_wehr_11096-B_pctmp.jpg,1909-08,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144598528,"Italia, Bolzano, Johanneskofel",Ansicht des Johanneskofel über der Sarntalerstrasse,1909,Arthur Wehrli,,Italy,Trentino-Alto Adige,Bozen,46.49067,11.33982,3,True,0,20.2,https://www.openstreetmap.org/?mlat=46.49067&mlon=11.33982&zoom=14
"Italia, Renon, Steinpyramiden, Landschaft",Ansicht der Rittner Erdpyramiden mit Blick gegen den Schlern,46.5629355,11.441435,Nein,Renon,lcmt-nabi-pctmp_ead_wehr_11097-B_pctmp.jpg,1909-08,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144598687,"Italia, Renon, Steinpyramiden",Ansicht der Rittner Erdpyramiden mit Blick gegen den Schlern,1909,Arthur Wehrli,,Italy,Trentino-Alto Adige,Renon,46.5215465,11.4070606,4,False,1,5.3,https://www.openstreetmap.org/?mlat=46.5215465&mlon=11.4070606&zoom=14
"Italia, Renon, Lengstein, Landschaft","Erdpxramiden bei Lengstein, im Hintergrund die Kirche St. Nikolaus",46.5629355,11.441435,Nein,Ritten,lcmt-nabi-pctmp_ead_wehr_11098-B_pctmp.jpg,1909-08,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144598944,"Italia, Renon, Lengstein, Landschaft","Erdpxramiden bei Lengstein, im Hintergrund die Kirche St. Nikolaus",1909,Arthur Wehrli,,Italy,Trentino-Alto Adige,Ritten,46.54152,11.45728,3,True,0,2.67,https://www.openstreetmap.org/?mlat=46.54152&mlon=11.45728&zoom=14
"Italia, Ritten, Lengstein, Landschaft","Nahansicht der Erdpyramiden bei Lengstein, im Hintergrund Berglandschaft",46.5629355,11.441435,Nein,Ritten,lcmt-nabi-pctmp_ead_wehr_11099-B_pctmp.jpg,1909-08,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144599234,"Italia, Ritten, Lengstein, Landschaft","Nahansicht der Erdpyramiden bei Lengstein, im Hintergrund Berglandschaft",1909,Arthur Wehrli,,Italy,Trentino-Alto Adige,Ritten,46.54152,11.45728,3,True,0,2.67,https://www.openstreetmap.org/?mlat=46.54152&mlon=11.45728&zoom=14
"Wallis, Frau in Walliser Tracht, Gesamtansicht",Walliserin in Tracht,46.2303063,7.6605757,Nein,Kanton Wallis,lcmt-nabi-pctmp_ead_wehr_111-B_pctmp.jpg,circa 1905,,helveticarchives.ch,unknown photographer,https://commons.wikimedia.org/entity/M143826926,"Wallis, Frau in Walliser Tracht",Walliserin in Tracht,1905,,,Switzerland,Canton du Valais,Kanton Wallis,46.2303063,7.6605757,2,True,1,0.0,https://www.openstreetmap.org/?mlat=46.2303063&mlon=7.6605757&zoom=14
"Italia, Ritten, Lengstein, Landschaft","Erdpyramiden bei Lengstein, im Hintergrund der Schlern",46.5629355,11.441435,Nein,Ritten,lcmt-nabi-pctmp_ead_wehr_11100-B_pctmp.jpg,1909-08,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144599461,"Italia, Ritten, Lengstein, Landschaft","Erdpyramiden bei Lengstein, im Hintergrund der Schlern",1909,Arthur Wehrli,,Italy,Trentino-Alto Adige,Ritten,46.54152,11.45728,3,True,0,2.67,https://www.openstreetmap.org/?mlat=46.54152&mlon=11.45728&zoom=14
"Italia, Ritten, Erdpyramiden, Gesamtansicht",Erdpyramiden bei Ritten bei Bozen,46.5629355,11.441435,Nein,Ritten,lcmt-nabi-pctmp_ead_wehr_11101-B_pctmp.jpg,1910-08,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144599680,"Italia, Ritten, Erdpyramiden, Gesamtansicht",Erdpyramiden bei Ritten bei Bozen,1910,Arthur Wehrli,,Italy,Trentino-Alto Adige,Ritten,46.54152,11.45728,3,True,0,2.67,https://www.openstreetmap.org/?mlat=46.54152&mlon=11.45728&zoom=14
"Italia, Ritten, Klobenstein, Ortsteilansicht","Blick auf Wiese, Bäume, Häuser in Klobenstein bei Ritten, im Hintergrund der Schlern",46.5629355,11.441435,Nein,Ritten,lcmt-nabi-pctmp_ead_wehr_11102-B_pctmp.jpg,1910-08,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144599894,"Italia, Ritten, Klobenstein, Ortsteilansicht","Blick auf Wiese, Bäume, Häuser in Klobenstein bei Ritten, im Hintergrund der Schlern",1910,Arthur Wehrli,,Italy,Trentino-Alto Adige,Ritten,46.54152,11.45728,3,True,0,2.67,https://www.openstreetmap.org/?mlat=46.54152&mlon=11.45728&zoom=14
"Italia, Ritten, Klobenstein, Ortsteilansicht","Blick auf Kirche in Klobenstein bei Ritten, im Hintergrund Berglandschaft",46.5629355,11.441435,Nein,Ritten,lcmt-nabi-pctmp_ead_wehr_11103-B_pctmp.jpg,1910-08,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144600037,"Italia, Ritten, Klobenstein, Ortsteilansicht","Blick auf Kirche in Klobenstein bei Ritten, im Hintergrund Berglandschaft",1910,Arthur Wehrli,,Italy,Trentino-Alto Adige,Ritten,46.5071305,11.4320535,4,False,1,6.25,https://www.openstreetmap.org/?mlat=46.5071305&mlon=11.4320535&zoom=14
"Italia, Bolzano, Landschaft",Rebberg bei Bozen,46.6559455,11.2302129,Nein,Bozen,lcmt-nabi-pctmp_ead_wehr_11104-B_pctmp.jpg,1909-09,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144600182,"Italia, Bolzano, Landschaft",Rebberg bei Bozen,1909,Arthur Wehrli,,Italy,Trentino-Alto Adige,Bozen,46.49067,11.33982,3,True,0,20.2,https://www.openstreetmap.org/?mlat=46.49067&mlon=11.33982&zoom=14
"Italia, Südtirol, Eggental, Landschaft",Zwei Männer beim Gang durch eine Schlucht im Eggental,46.4555214,11.4284807,Nein,Eggental,lcmt-nabi-pctmp_ead_wehr_11105-B_pctmp.jpg,1909-09,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144600278,"Italia, Südtirol, Eggental, Landschaft",Zwei Männer beim Gang durch eine Schlucht im Eggental,1909,Arthur Wehrli,,Italy,Trentino-Alto Adige,Eggental,46.4555214,11.4284807,2,True,1,0.0,https://www.openstreetmap.org/?mlat=46.4555214&mlon=11.4284807&zoom=14
"Italia, Karneid, Schloss Karneid, Gesamtaussenansicht",Blick auf das Schloss Karneid,46.4899125,11.4083882,Nein,Karneid,lcmt-nabi-pctmp_ead_wehr_11106-B_pctmp.jpg,1909-09,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144600388,"Italia, Karneid, Schloss Karneid, Gesamtaussenansicht",Blick auf das Schloss Karneid,1909,Arthur Wehrli,,Italy,Trentino-Alto Adige,Karneid,46.4895479,11.397866,4,False,1,0.81,https://www.openstreetmap.org/?mlat=46.4895479&mlon=11.397866&zoom=14
"Italia, Meran, Landschaft",Blick von der Gilfpromenade in das Val Passiria,46.6713536,11.1646348,Nein,Meran,lcmt-nabi-pctmp_ead_wehr_11107-B_pctmp.jpg,1909-09,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144600620,"Italia, Meran, Landschaft",Blick von der Gilfpromenade in das Val Passiria,1909,Arthur Wehrli,,Italy,Trentino-Alto Adige,Meran,46.66817,11.15953,3,True,0,0.53,https://www.openstreetmap.org/?mlat=46.66817&mlon=11.15953&zoom=14
"Italia, Bolzano, Duomo di Santa Maria Assunta, Gesamtaussenansicht",Ansicht des Doms Maria Himmelfahrt in Bozen,46.6559455,11.2302129,Nein,Bozen,lcmt-nabi-pctmp_ead_wehr_11108-B_pctmp.jpg,1909-08,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144600827,"Italia, Bolzano, Duomo di Santa Maria Assunta",Ansicht des Doms Maria Himmelfahrt in Bozen,1909,Arthur Wehrli,,Italy,Trentino-Alto Adige,Bozen,46.4975276,11.3539721,4,False,1,19.99,https://www.openstreetmap.org/?mlat=46.4975276&mlon=11.3539721&zoom=14
"Italia, Renon, Castel Novale, Teilaussenansicht","Ansicht des Schloss Ried, im Hintergrund Schloss Runkelstein",46.5629355,11.441435,Nein,Ritten,lcmt-nabi-pctmp_ead_wehr_11109-B_pctmp.jpg,1909-08,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144601024,"Italia, Renon, Castel Novale, Teilaussenansicht","Ansicht des Schloss Ried, im Hintergrund Schloss Runkelstein",1909,Arthur Wehrli,,Italy,Trentino-Alto Adige,Ritten,46.5205538,11.3612984,4,False,1,7.73,https://www.openstreetmap.org/?mlat=46.5205538&mlon=11.3612984&zoom=14
"Italia, Südtirol, Welschnofen, Ortsteilansicht","Blick auf das Dorf Welschnofen im Eggental, im Hintergrund der Latemar",46.4302623,11.5389153,Nein,Welschnofen,lcmt-nabi-pctmp_ead_wehr_11111-B_pctmp.jpg,1910-09,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144601267,"Italia, Südtirol, Welschnofen, Ortsteilansicht","Blick auf das Dorf Welschnofen im Eggental, im Hintergrund der Latemar",1910,Arthur Wehrli,,Italy,Trentino-Alto Adige,Welschnofen,46.42899,11.53942,3,True,0,0.15,https://www.openstreetmap.org/?mlat=46.42899&mlon=11.53942&zoom=14
"Italia, Südtirol, Welschnofen, Ortsteilansicht",Blick auf das Dorf Welschnofen im Eggental,46.4302623,11.5389153,Nein,Welschnofen,lcmt-nabi-pctmp_ead_wehr_11112-B_pctmp.jpg,1910-09,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144601455,"Italia, Südtirol, Welschnofen, Ortsteilansicht",Blick auf das Dorf Welschnofen im Eggental,1910,Arthur Wehrli,,Italy,Trentino-Alto Adige,Welschnofen,46.42899,11.53942,3,True,0,0.15,https://www.openstreetmap.org/?mlat=46.42899&mlon=11.53942&zoom=14
"Italia, Südtirol, Welschnofen, Ortsteilansicht","Ansicht einer Kapelle bei Welschnofen im Eggental, im Hintergrund der Latemar",46.4302623,11.5389153,Nein,Welschnofen,lcmt-nabi-pctmp_ead_wehr_11113-B_pctmp.jpg,1910-09,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144601640,"Italia, Südtirol, Welschnofen, Ortsteilansicht","Ansicht einer Kapelle bei Welschnofen im Eggental, im Hintergrund der Latemar",1910,Arthur Wehrli,,Italy,Trentino-Alto Adige,Welschnofen,46.4191266,11.5693844,4,False,1,2.64,https://www.openstreetmap.org/?mlat=46.4191266&mlon=11.5693844&zoom=14
"Italia, Südtirol, Karersee, Landschaft",Blick vom Karersee auf das gegenüberliegende Ufer gegen die Latemargruppe,46.4103393,11.5867825,Nein,Karersee,lcmt-nabi-pctmp_ead_wehr_11114-B_pctmp.jpg,1909-09,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144601766,"Italia, Südtirol, Karersee, Landschaft",Blick vom Karersee auf das gegenüberliegende Ufer gegen die Latemargruppe,1909,Arthur Wehrli,,Italy,Trentino-Alto Adige,Karersee,46.41147,11.58817,3,True,0,0.16,https://www.openstreetmap.org/?mlat=46.41147&mlon=11.58817&zoom=14
"Italia, Karerpass, Landschaft",Berglandschaft am Karerpass mit Blick auf die Rotwand,46.4042798,11.6089903,Nein,Karerpass,lcmt-nabi-pctmp_ead_wehr_11115-B_pctmp.jpg,1909-09,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144601875,"Italia, Karerpass, Landschaft",Berglandschaft am Karerpass mit Blick auf die Rotwand,1909,Arthur Wehrli,,Italy,Trentino-Alto Adige,Karerpass,46.40648,11.60367,3,True,0,0.48,https://www.openstreetmap.org/?mlat=46.40648&mlon=11.60367&zoom=14
"Italia, Karerpass, Landschaft","Blick auf einen Fluss unterhalb des Nigerwegs, im Hintergrund die Latemarspitzen",46.4042798,11.6089903,Nein,Karerpass,lcmt-nabi-pctmp_ead_wehr_11116-B_pctmp.jpg,1909-09,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144601998,"Italia, Karerpass, Landschaft","Blick auf einen Fluss unterhalb des Nigerwegs, im Hintergrund die Latemarspitzen",1909,Arthur Wehrli,,Italy,Trentino-Alto Adige,Karerpass,46.40648,11.60367,3,True,0,0.48,https://www.openstreetmap.org/?mlat=46.40648&mlon=11.60367&zoom=14
"Italia, Passo Delle Coronelle, Landschaft",Berglandschaft am Passo Delle Coronelle in den Südtiroler Dolomiten mit Tscheiner Spitze und Rotwand,,,Nein,"Italien, [Lokalisierung unsicher]",lcmt-nabi-pctmp_ead_wehr_11117-B_pctmp.jpg,1909-08,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144602113,"Italia, Passo Delle Coronelle, Landschaft",Berglandschaft am Passo Delle Coronelle in den Südtiroler Dolomiten mit Tscheiner Spitze und Rotwand,1909,Arthur Wehrli,,Italy,Trentino-Alto Adige,"Italien, [Lokalisierung unsicher]",,,0,False,0,,
"Italia, Gruppo del Catinaccio, Landschaft",Ansicht der Westwand des Rosengartenmassivs,46.4668929,11.6370917,Nein,Gruppo del Catinaccio,lcmt-nabi-pctmp_ead_wehr_11118-B_pctmp.jpg,1909-09,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144602216,"Italia, Gruppo del Catinaccio, Landschaft",Ansicht der Westwand des Rosengartenmassivs,1909,Arthur Wehrli,,Italy,Trentino-Alto Adige,Gruppo del Catinaccio,46.4493065,11.5727971,2,True,1,5.3,https://www.openstreetmap.org/?mlat=46.4493065&mlon=11.5727971&zoom=14
"Italia, Catinaccio, Rifugio Vajolet, Gesamtaussenansicht",Rosengartengruppe. Blick auf die Vajolethütte mit dem Torre Winkler und Torre Nord (deutsch: Winklerturm und Nordturm) im Hintergrund,46.4668929,11.6370917,Nein,Gruppo del Catinaccio,lcmt-nabi-pctmp_ead_wehr_11119-B_pctmp.jpg,1909,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144602332,"Italia, Catinaccio, Rifugio Vajolet, Gesamtaussenansicht",Rosengartengruppe. Blick auf die Vajolethütte mit dem Torre Winkler und Torre Nord (deutsch: Winklerturm und Nordturm) im Hintergrund,1909,Arthur Wehrli,,Italy,Trentino-Alto Adige,Gruppo del Catinaccio,46.4586001,11.6327551,4,False,1,0.98,https://www.openstreetmap.org/?mlat=46.4586001&mlon=11.6327551&zoom=14
"Italia, Catinaccio, Rifugio Vajolet, Gesamtaussenansicht",Rosengartengruppe. Blick auf die Vajolethütte mit dem Kesselkogel im Hintergrund,46.4668929,11.6370917,Nein,Gruppo del Catinaccio,lcmt-nabi-pctmp_ead_wehr_11120-B_pctmp.jpg,1909,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144602457,"Italia, Catinaccio, Rifugio Vajolet, Gesamtaussenansicht",Rosengartengruppe. Blick auf die Vajolethütte mit dem Kesselkogel im Hintergrund,1909,Arthur Wehrli,,Italy,Trentino-Alto Adige,Gruppo del Catinaccio,46.4586001,11.6327551,4,False,1,0.98,https://www.openstreetmap.org/?mlat=46.4586001&mlon=11.6327551&zoom=14
"Italia, Torri del Vajolet, Landschaft",Blick auf die Torri del Vajolet (deutsch: Vajolet-Türme) vom Gartl aus,,,Nein,"Italien, [Lokalisierung unsicher]",lcmt-nabi-pctmp_ead_wehr_11122-B_pctmp.jpg,1909-09,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144602593,"Italia, Torri del Vajolet, Landschaft",Blick auf die Torri del Vajolet (deutsch: Vajolet-Türme) vom Gartl aus,1909,Arthur Wehrli (1876-1915),,Italy,Trentino-Alto Adige,"Italien, [Lokalisierung unsicher]",,,0,False,0,,
"Italia, Torri del Vajolet, Landschaft",Blick auf die Torri del Vajolet (deutsh: Vajolet-Türme) vom Gartl aus,,,Nein,"Italien, [Lokalisierung unsicher]",lcmt-nabi-pctmp_ead_wehr_11123-B_pctmp.jpg,1909-09,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144602809,"Italia, Torri del Vajolet, Landschaft",Blick auf die Torri del Vajolet (deutsh: Vajolet-Türme) vom Gartl aus,1909,Arthur Wehrli (1876-1915),,Italy,Trentino-Alto Adige,"Italien, [Lokalisierung unsicher]",,,0,False,0,,
"Italia, Torri del Vajolet, Landschaft",Blick auf die südlichen Torri del Vajolet (deutsch: Vajolet-Türme) vom Gartl aus,,,Nein,Vajolett-Türme,lcmt-nabi-pctmp_ead_wehr_11124-B_pctmp.jpg,1909-09,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144603018,"Italia, Torri del Vajolet, Landschaft",Blick auf die südlichen Torri del Vajolet (deutsch: Vajolet-Türme) vom Gartl aus,1909,Arthur Wehrli (1876-1915),,Italy,Trentino-Alto Adige,Vajolett-Türme,46.4611593,11.6259047,4,False,1,,https://www.openstreetmap.org/?mlat=46.4611593&mlon=11.6259047&zoom=14
"Italia, Torri del Vajolet, Landschaft",Blick auf die südlichen Torri del Vajolet (deutsch: Vajolet-Türme) mit dem Piazturm davor,,,Nein,Vajolett-Türme,lcmt-nabi-pctmp_ead_wehr_11125-B_pctmp.jpg,1909-09,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144603229,"Italia, Torri del Vajolet, Landschaft",Blick auf die südlichen Torri del Vajolet (deutsch: Vajolet-Türme) mit dem Piazturm davor,1909,Arthur Wehrli (1876-1915),,Italy,Trentino-Alto Adige,Vajolett-Türme,46.4611593,11.6259047,4,False,1,,https://www.openstreetmap.org/?mlat=46.4611593&mlon=11.6259047&zoom=14
"Italia, Torri del Vajolet, Landschaft","Blick auf die Torri del Vajolet (deutsch: Vajolet-Türme), auf den Torre Piaz, Torre Delago, Torre Stabeler und Torre Winkler (deutsch: Piazturm, Delagoturm, Stabelerturm und Winklerturm)",,,Nein,Vajolett-Türme,lcmt-nabi-pctmp_ead_wehr_11126-B_pctmp.jpg,1909-09,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144603461,"Italia, Torri del Vajolet, Landschaft","Blick auf die Torri del Vajolet (deutsch: Vajolet-Türme), auf den Torre Piaz, Torre Delago, Torre Stabeler und Torre Winkler (deutsch: Piazturm, Delagoturm, Stabelerturm und Winklerturm)",1909,Arthur Wehrli (1876-1915),,Italy,Trentino-Alto Adige,Vajolett-Türme,46.4611593,11.6259047,4,False,1,,https://www.openstreetmap.org/?mlat=46.4611593&mlon=11.6259047&zoom=14
"Italia, Rosengartenspitze, Landschaft",Blick auf den Cima Catinaccio (deutsch: Rosengartenspitze) mit Anstiegsroute vom Gartl aus gesehen,46.4541483,11.6216187,Nein,Rosengartenspitze,lcmt-nabi-pctmp_ead_wehr_11127-B_pctmp.jpg,1909-09,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144603748,"Italia, Rosengartenspitze, Landschaft",Blick auf den Cima Catinaccio (deutsch: Rosengartenspitze) mit Anstiegsroute vom Gartl aus gesehen,1909,Arthur Wehrli (1876-1915),,Italy,Trentino-Alto Adige,Rosengartenspitze,46.45415,11.62162,5,False,0,0.0,https://www.openstreetmap.org/?mlat=46.45415&mlon=11.62162&zoom=14
"Italia, Rosengartenspitze, Landschaft",Blick auf den Cima Catinaccio (deutsch: Rosengartenspitze) und die Torri del Vajolet (deutsch: Vajolet-Türme) vom Antermojapass aus gesehen,46.4541483,11.6216187,Nein,Rosengartenspitze,lcmt-nabi-pctmp_ead_wehr_11128-B_pctmp.jpg,1909-09,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144603914,"Italia, Rosengartenspitze, Landschaft",Blick auf den Cima Catinaccio (deutsch: Rosengartenspitze) und die Torri del Vajolet (deutsch: Vajolet-Türme) vom Antermojapass aus gesehen,1909,Arthur Wehrli (1876-1915),,Italy,Trentino-Alto Adige,Rosengartenspitze,46.45415,11.62162,5,False,0,0.0,https://www.openstreetmap.org/?mlat=46.45415&mlon=11.62162&zoom=14
"Italia, Südtirol, Kesselkogel, Panorama, Bergsteigen","Bergsteiger auf dem Gipfelgrat des Kesselkogels, Blick gegen die Marmolata",46.4740893,11.6438283,Nein,Kesselkogel,lcmt-nabi-pctmp_ead_wehr_11129-B_pctmp.jpg,1909-09,,helveticarchives.ch,Arthur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144604044,"Italia, Südtirol, Kesselkogel, Panorama, Bergsteigen","Bergsteiger auf dem Gipfelgrat des Kesselkogels, Blick gegen die Marmolata",1909,Arthur Wehrli (1876-1915),,Italy,Trentino-Alto Adige,Kesselkogel,46.4740893,11.6438283,4,False,1,0.0,https://www.openstreetmap.org/?mlat=46.4740893&mlon=11.6438283&zoom=14
